alpha_beta,track,split,metric,value
"a=1,b=8",GSM5652223_Cortex-Neuron-Z000000TF,VALID,AUC,0.9200322975970786
"a=1,b=8",GSM5652223_Cortex-Neuron-Z000000TF,VALID,Accuracy,0.9362518166725331
"a=1,b=8",GSM5652223_Cortex-Neuron-Z000000TF,VALID,MAE,0.1078967868925334
"a=1,b=8",GSM5652233_Liver-Hepatocytes-Z000000R3,VALID,Pearson,0.7892726193180286
"a=1,b=8",GSM5652233_Liver-Hepatocytes-Z000000R3,VALID,Spearman,0.6533306620637053
"a=1,b=8",GSM5652233_Liver-Hepatocytes-Z000000R3,VALID,AUC,0.9070569635465787
"a=1,b=8",GSM5652233_Liver-Hepatocytes-Z000000R3,VALID,Accuracy,0.9007607102532414
"a=1,b=8",GSM5652233_Liver-Hepatocytes-Z000000R3,VALID,MAE,0.1293669406966455
"a=1,b=8",GSM5652239_Pancreas-Duct-Z0000043T,VALID,Pearson,0.7888096168149242
"a=1,b=8",GSM5652239_Pancreas-Duct-Z0000043T,VALID,Spearman,0.5988248523350954
"a=1,b=8",GSM5652239_Pancreas-Duct-Z0000043T,VALID,AUC,0.9100342228959786
"a=1,b=8",GSM5652239_Pancreas-Duct-Z0000043T,VALID,Accuracy,0.9129865166908349
"a=1,b=8",GSM5652239_Pancreas-Duct-Z0000043T,VALID,MAE,0.1268617423169529
"a=1,b=8",GSM5652243_Pancreas-Acinar-Z000000QX,VALID,Pearson,0.7509793400192649
"a=1,b=8",GSM5652243_Pancreas-Acinar-Z000000QX,VALID,Spearman,0.7014244100777398
"a=1,b=8",GSM5652243_Pancreas-Acinar-Z000000QX,VALID,AUC,0.8870071718567399
"a=1,b=8",GSM5652243_Pancreas-Acinar-Z000000QX,VALID,Accuracy,0.8295652918147838
"a=1,b=8",GSM5652243_Pancreas-Acinar-Z000000QX,VALID,MAE,0.1617677265188482
"a=1,b=8",GSM5652247_Pancreas-Delta-Z00000451,VALID,Pearson,0.7811737619870067
"a=1,b=8",GSM5652247_Pancreas-Delta-Z00000451,VALID,Spearman,0.6225762664584135
"a=1,b=8",GSM5652247_Pancreas-Delta-Z00000451,VALID,AUC,0.9081554912952082
"a=1,b=8",GSM5652247_Pancreas-Delta-Z00000451,VALID,Accuracy,0.9028902089824027
"a=1,b=8",GSM5652247_Pancreas-Delta-Z00000451,VALID,MAE,0.1358937645928577
"a=1,b=8",GSM5652250_Pancreas-Beta-Z00000452,VALID,Pearson,0.780159858532665
"a=1,b=8",GSM5652250_Pancreas-Beta-Z00000452,VALID,Spearman,0.6084237193899689
"a=1,b=8",GSM5652250_Pancreas-Beta-Z00000452,VALID,AUC,0.9062921133917793
"a=1,b=8",GSM5652250_Pancreas-Beta-Z00000452,VALID,Accuracy,0.90840058166596
"a=1,b=8",GSM5652250_Pancreas-Beta-Z00000452,VALID,MAE,0.1333257752711503
"a=1,b=8",GSM5652253_Pancreas-Alpha-Z00000453,VALID,Pearson,0.7812972921587661
"a=1,b=8",GSM5652253_Pancreas-Alpha-Z00000453,VALID,Spearman,0.6240507933196501
"a=1,b=8",GSM5652253_Pancreas-Alpha-Z00000453,VALID,AUC,0.9054589128853364
"a=1,b=8",GSM5652253_Pancreas-Alpha-Z00000453,VALID,Accuracy,0.9031445814700174
"a=1,b=8",GSM5652253_Pancreas-Alpha-Z00000453,VALID,MAE,0.1310337916902332
"a=1,b=8",GSM5652264_Thyroid-Epithelial-Z0000042S,VALID,Pearson,0.798561501465724
"a=1,b=8",GSM5652264_Thyroid-Epithelial-Z0000042S,VALID,Spearman,0.5943493123268448
"a=1,b=8",GSM5652264_Thyroid-Epithelial-Z0000042S,VALID,AUC,0.9120791514604326
"a=1,b=8",GSM5652264_Thyroid-Epithelial-Z0000042S,VALID,Accuracy,0.9194405395516673
"a=1,b=8",GSM5652264_Thyroid-Epithelial-Z0000042S,VALID,MAE,0.1225806433313728
"a=1,b=8",GSM5652267_Fallopian-Epithelial-Z000000Q7,VALID,Pearson,0.796294036684518
"a=1,b=8",GSM5652267_Fallopian-Epithelial-Z000000Q7,VALID,Spearman,0.628184844676952
"a=1,b=8",GSM5652267_Fallopian-Epithelial-Z000000Q7,VALID,AUC,0.9133627799227012
"a=1,b=8",GSM5652267_Fallopian-Epithelial-Z000000Q7,VALID,Accuracy,0.9048841637270072
"a=1,b=8",GSM5652267_Fallopian-Epithelial-Z000000Q7,VALID,MAE,0.1298021155953324
"a=1,b=8",GSM5652270_Ovary-Epithelial-Z000000QT,VALID,Pearson,0.7401908429786566
"a=1,b=8",GSM5652270_Ovary-Epithelial-Z000000QT,VALID,Spearman,0.6077114817629549
"a=1,b=8",GSM5652270_Ovary-Epithelial-Z000000QT,VALID,AUC,0.8869694828337654
"a=1,b=8",GSM5652270_Ovary-Epithelial-Z000000QT,VALID,Accuracy,0.859146839844853
"a=1,b=8",GSM5652270_Ovary-Epithelial-Z000000QT,VALID,MAE,0.1653360598604076
"a=1,b=8",GSM5652274_Bone_marrow-Erythrocyte_progenitors-Z000000RF,VALID,Pearson,0.7840590701667617
"a=1,b=8",GSM5652274_Bone_marrow-Erythrocyte_progenitors-Z000000RF,VALID,Spearman,0.7243297400408901
"a=1,b=8",GSM5652274_Bone_marrow-Erythrocyte_progenitors-Z000000RF,VALID,AUC,0.8808189075580812
"a=1,b=8",GSM5652274_Bone_marrow-Erythrocyte_progenitors-Z000000RF,VALID,Accuracy,0.8056664831896918
"a=1,b=8",GSM5652274_Bone_marrow-Erythrocyte_progenitors-Z000000RF,VALID,MAE,0.1126427623446897
"a=1,b=8",GSM5652277_Blood-T-CD3-Z000000TV,VALID,Pearson,0.8025013611444985
"a=1,b=8",GSM5652277_Blood-T-CD3-Z000000TV,VALID,Spearman,0.6809732026623714
"a=1,b=8",GSM5652277_Blood-T-CD3-Z000000TV,VALID,AUC,0.9089737847948545
"a=1,b=8",GSM5652277_Blood-T-CD3-Z000000TV,VALID,Accuracy,0.9114738135585702
"a=1,b=8",GSM5652277_Blood-T-CD3-Z000000TV,VALID,MAE,0.1159648896044384
"a=1,b=8",GSM5652299_Blood-NK-Z000000TM,VALID,Pearson,0.8057825938751971
"a=1,b=8",GSM5652299_Blood-NK-Z000000TM,VALID,Spearman,0.5972415787822796
"a=1,b=8",GSM5652299_Blood-NK-Z000000TM,VALID,AUC,0.9107005647099401
"a=1,b=8",GSM5652299_Blood-NK-Z000000TM,VALID,Accuracy,0.9318195431121116
"a=1,b=8",GSM5652299_Blood-NK-Z000000TM,VALID,MAE,0.1109419765633818
"a=1,b=8",GSM5652302_Blood-Monocytes-Z000000TP,VALID,Pearson,0.8002960731691767
"a=1,b=8",GSM5652302_Blood-Monocytes-Z000000TP,VALID,Spearman,0.5908038771800125
"a=1,b=8",GSM5652302_Blood-Monocytes-Z000000TP,VALID,AUC,0.9152086318941696
"a=1,b=8",GSM5652302_Blood-Monocytes-Z000000TP,VALID,Accuracy,0.928012970382119
"a=1,b=8",GSM5652302_Blood-Monocytes-Z000000TP,VALID,MAE,0.1182216092807719
"a=1,b=8",GSM5652313_Blood-Granulocytes-Z000000TZ,VALID,Pearson,0.8027753772545255
"a=1,b=8",GSM5652313_Blood-Granulocytes-Z000000TZ,VALID,Spearman,0.6002900810584726
"a=1,b=8",GSM5652313_Blood-Granulocytes-Z000000TZ,VALID,AUC,0.9151079222399942
"a=1,b=8",GSM5652313_Blood-Granulocytes-Z000000TZ,VALID,Accuracy,0.9260039974830662
"a=1,b=8",GSM5652313_Blood-Granulocytes-Z000000TZ,VALID,MAE,0.116019338232969
"a=1,b=8",GSM5652317_Blood-B-Z000000UB,VALID,Pearson,0.792380457729954
"a=1,b=8",GSM5652317_Blood-B-Z000000UB,VALID,Spearman,0.6502651953925027
"a=1,b=8",GSM5652317_Blood-B-Z000000UB,VALID,AUC,0.9053454043790318
"a=1,b=8",GSM5652317_Blood-B-Z000000UB,VALID,Accuracy,0.9162815528441369
"a=1,b=8",GSM5652317_Blood-B-Z000000UB,VALID,MAE,0.1221887901201144
"a=1,b=8",GSM5652321_Epidermal-Keratinocytes-Z00000424,VALID,Pearson,0.7908898809556487
"a=1,b=8",GSM5652321_Epidermal-Keratinocytes-Z00000424,VALID,Spearman,0.674513244981836
"a=1,b=8",GSM5652321_Epidermal-Keratinocytes-Z00000424,VALID,AUC,0.9092168438643027
"a=1,b=8",GSM5652321_Epidermal-Keratinocytes-Z00000424,VALID,Accuracy,0.8910419516508559
"a=1,b=8",GSM5652321_Epidermal-Keratinocytes-Z00000424,VALID,MAE,0.1301501764535381
"a=1,b=8",GSM5652322_Tonsil-Palatine-Epithelial-Z000000QF,VALID,Pearson,0.7846199486967439
"a=1,b=8",GSM5652322_Tonsil-Palatine-Epithelial-Z000000QF,VALID,Spearman,0.7078824796532823
"a=1,b=8",GSM5652322_Tonsil-Palatine-Epithelial-Z000000QF,VALID,AUC,0.9038114542343929
"a=1,b=8",GSM5652322_Tonsil-Palatine-Epithelial-Z000000QF,VALID,Accuracy,0.8615019800371901
"a=1,b=8",GSM5652322_Tonsil-Palatine-Epithelial-Z000000QF,VALID,MAE,0.1437861396441584
"a=1,b=8",GSM5652335_Lung-Bronchus-Epithelial-Z000000QD,VALID,Pearson,0.8000979035240087
"a=1,b=8",GSM5652335_Lung-Bronchus-Epithelial-Z000000QD,VALID,Spearman,0.6577080770343058
"a=1,b=8",GSM5652335_Lung-Bronchus-Epithelial-Z000000QD,VALID,AUC,0.9140072431934402
"a=1,b=8",GSM5652335_Lung-Bronchus-Epithelial-Z000000QD,VALID,Accuracy,0.8997578947290414
"a=1,b=8",GSM5652335_Lung-Bronchus-Epithelial-Z000000QD,VALID,MAE,0.129255118496636
"a=1,b=8",GSM5652338_Prostate-Epithelial-Z000000RV,VALID,Pearson,0.8029627794536041
"a=1,b=8",GSM5652338_Prostate-Epithelial-Z000000RV,VALID,Spearman,0.6686910662808456
"a=1,b=8",GSM5652338_Prostate-Epithelial-Z000000RV,VALID,AUC,0.9159668280833044
"a=1,b=8",GSM5652338_Prostate-Epithelial-Z000000RV,VALID,Accuracy,0.9018283227174649
"a=1,b=8",GSM5652338_Prostate-Epithelial-Z000000RV,VALID,MAE,0.1253557972582153
"a=1,b=8",GSM5652342_Bladder-Epithelial-Z000000QM,VALID,Pearson,0.779308471647112
"a=1,b=8",GSM5652342_Bladder-Epithelial-Z000000QM,VALID,Spearman,0.6714504053488768
"a=1,b=8",GSM5652342_Bladder-Epithelial-Z000000QM,VALID,AUC,0.9060459799179822
"a=1,b=8",GSM5652342_Bladder-Epithelial-Z000000QM,VALID,Accuracy,0.8760629168310369
"a=1,b=8",GSM5652342_Bladder-Epithelial-Z000000QM,VALID,MAE,0.1433583910184357
"a=1,b=8",GSM5652347_Breast-Luminal-Epithelial-Z000000V2,VALID,Pearson,0.8014495822504487
"a=1,b=8",GSM5652347_Breast-Luminal-Epithelial-Z000000V2,VALID,Spearman,0.6181845009115565
"a=1,b=8",GSM5652347_Breast-Luminal-Epithelial-Z000000V2,VALID,AUC,0.9163247808305462
"a=1,b=8",GSM5652347_Breast-Luminal-Epithelial-Z000000V2,VALID,Accuracy,0.9103152262984909
"a=1,b=8",GSM5652347_Breast-Luminal-Epithelial-Z000000V2,VALID,MAE,0.1251651496197158
"a=1,b=8",GSM5652350_Breast-Basal-Epithelial-Z000000V6,VALID,Pearson,0.7828760977327027
"a=1,b=8",GSM5652350_Breast-Basal-Epithelial-Z000000V6,VALID,Spearman,0.6004031914610891
"a=1,b=8",GSM5652350_Breast-Basal-Epithelial-Z000000V6,VALID,AUC,0.9132991054170516
"a=1,b=8",GSM5652350_Breast-Basal-Epithelial-Z000000V6,VALID,Accuracy,0.9075236084649111
"a=1,b=8",GSM5652350_Breast-Basal-Epithelial-Z000000V6,VALID,MAE,0.1335472716190227
"a=1,b=8",GSM5652354_Lung-Alveolar-Epithelial-Z000000T1,VALID,Pearson,0.8107813546543597
"a=1,b=8",GSM5652354_Lung-Alveolar-Epithelial-Z000000T1,VALID,Spearman,0.7026494103694533
"a=1,b=8",GSM5652354_Lung-Alveolar-Epithelial-Z000000T1,VALID,AUC,0.9159512337791176
"a=1,b=8",GSM5652354_Lung-Alveolar-Epithelial-Z000000T1,VALID,Accuracy,0.9045314692345338
"a=1,b=8",GSM5652354_Lung-Alveolar-Epithelial-Z000000T1,VALID,MAE,0.1212143756871518
"a=1,b=8",GSM5652358_Gallbladder-Epithelial-Z00000432,VALID,Pearson,0.7917674513744339
"a=1,b=8",GSM5652358_Gallbladder-Epithelial-Z00000432,VALID,Spearman,0.6171351581672117
"a=1,b=8",GSM5652358_Gallbladder-Epithelial-Z00000432,VALID,AUC,0.9126609732155705
"a=1,b=8",GSM5652358_Gallbladder-Epithelial-Z00000432,VALID,Accuracy,0.9038527800110407
"a=1,b=8",GSM5652358_Gallbladder-Epithelial-Z00000432,VALID,MAE,0.1339039625330865
"a=1,b=8",GSM5652359_Gastric-fundus-Epithelial-Z000000RX,VALID,Pearson,0.7930864244146282
"a=1,b=8",GSM5652359_Gastric-fundus-Epithelial-Z000000RX,VALID,Spearman,0.7105481044121384
"a=1,b=8",GSM5652359_Gastric-fundus-Epithelial-Z000000RX,VALID,AUC,0.9091633533817023
"a=1,b=8",GSM5652359_Gastric-fundus-Epithelial-Z000000RX,VALID,Accuracy,0.88482030077024
"a=1,b=8",GSM5652359_Gastric-fundus-Epithelial-Z000000RX,VALID,MAE,0.1335451224185154
"a=1,b=8",GSM5652370_Colon-Right-Epithelial-Z000000V0,VALID,Pearson,0.7770081159097154
"a=1,b=8",GSM5652370_Colon-Right-Epithelial-Z000000V0,VALID,Spearman,0.6345789899222042
"a=1,b=8",GSM5652370_Colon-Right-Epithelial-Z000000V0,VALID,AUC,0.9108129440940891
"a=1,b=8",GSM5652370_Colon-Right-Epithelial-Z000000V0,VALID,Accuracy,0.8887233686443189
"a=1,b=8",GSM5652370_Colon-Right-Epithelial-Z000000V0,VALID,MAE,0.1414751770531034
"a=1,b=8",GSM5652378_Small-int-Epithelial-Z0000042V,VALID,Pearson,0.7651905942872024
"a=1,b=8",GSM5652378_Small-int-Epithelial-Z0000042V,VALID,Spearman,0.6349933033819404
"a=1,b=8",GSM5652378_Small-int-Epithelial-Z0000042V,VALID,AUC,0.907680228007127
"a=1,b=8",GSM5652378_Small-int-Epithelial-Z0000042V,VALID,Accuracy,0.8806422206319465
"a=1,b=8",GSM5652378_Small-int-Epithelial-Z0000042V,VALID,MAE,0.1446613345719316
"a=1,b=8",GSM5652176_Adipocytes-Z000000T7,TEST,Pearson,0.8177809328025211
"a=1,b=8",GSM5652176_Adipocytes-Z000000T7,TEST,Spearman,0.7013742778630122
"a=1,b=8",GSM5652176_Adipocytes-Z000000T7,TEST,AUC,0.9134858709961905
"a=1,b=8",GSM5652176_Adipocytes-Z000000T7,TEST,Accuracy,0.9029331051016556
"a=1,b=8",GSM5652176_Adipocytes-Z000000T7,TEST,MAE,0.1184413467901969
"a=1,b=8",GSM5652179_Aorta-Endothel-Z00000422,TEST,Pearson,0.7869016990253225
"a=1,b=8",GSM5652179_Aorta-Endothel-Z00000422,TEST,Spearman,0.70228949479119
"a=1,b=8",GSM5652179_Aorta-Endothel-Z00000422,TEST,AUC,0.9040807233892431
"a=1,b=8",GSM5652179_Aorta-Endothel-Z00000422,TEST,Accuracy,0.873154810967076
"a=1,b=8",GSM5652179_Aorta-Endothel-Z00000422,TEST,MAE,0.1355968141978941
"a=1,b=8",GSM5652189_Kidney-Tubular-Endothel-Z0000042R,TEST,Pearson,0.7972361409509758
"a=1,b=8",GSM5652189_Kidney-Tubular-Endothel-Z0000042R,TEST,Spearman,0.6310628085925526
"a=1,b=8",GSM5652189_Kidney-Tubular-Endothel-Z0000042R,TEST,AUC,0.9113703144912437
"a=1,b=8",GSM5652189_Kidney-Tubular-Endothel-Z0000042R,TEST,Accuracy,0.9099907125118617
"a=1,b=8",GSM5652189_Kidney-Tubular-Endothel-Z0000042R,TEST,MAE,0.1257362038026504
"a=1,b=8",GSM5652198_Colon-Fibroblasts-Z0000042A,TEST,Pearson,0.8134636729748341
"a=1,b=8",GSM5652198_Colon-Fibroblasts-Z0000042A,TEST,Spearman,0.7097031442995753
"a=1,b=8",GSM5652198_Colon-Fibroblasts-Z0000042A,TEST,AUC,0.9094484143001699
"a=1,b=8",GSM5652198_Colon-Fibroblasts-Z0000042A,TEST,Accuracy,0.8996842761477668
"a=1,b=8",GSM5652198_Colon-Fibroblasts-Z0000042A,TEST,MAE,0.1169886462225799
"a=1,b=8",GSM5652200_Heart-Fibroblasts-Z0000043R,TEST,Pearson,0.7257045744820891
"a=1,b=8",GSM5652200_Heart-Fibroblasts-Z0000043R,TEST,Spearman,0.6971229458779893
"a=1,b=8",GSM5652200_Heart-Fibroblasts-Z0000043R,TEST,AUC,0.8632449231873512
"a=1,b=8",GSM5652200_Heart-Fibroblasts-Z0000043R,TEST,Accuracy,0.7720429249174583
"a=1,b=8",GSM5652200_Heart-Fibroblasts-Z0000043R,TEST,MAE,0.1777430592920101
"a=1,b=8",GSM5652204_Dermal-Fibroblasts-Z00000423,TEST,Pearson,0.7858101075837064
"a=1,b=8",GSM5652204_Dermal-Fibroblasts-Z00000423,TEST,Spearman,0.7005354618350785
"a=1,b=8",GSM5652204_Dermal-Fibroblasts-Z00000423,TEST,AUC,0.8996996823279035
"a=1,b=8",GSM5652204_Dermal-Fibroblasts-Z00000423,TEST,Accuracy,0.8740307609730229
"a=1,b=8",GSM5652204_Dermal-Fibroblasts-Z00000423,TEST,MAE,0.133575739375078
"a=1,b=8",GSM5652205_Skeletal-Muscle-Z00000427,TEST,Pearson,0.8007830852953548
"a=1,b=8",GSM5652205_Skeletal-Muscle-Z00000427,TEST,Spearman,0.6829458085879891
"a=1,b=8",GSM5652205_Skeletal-Muscle-Z00000427,TEST,AUC,0.9014301226011231
"a=1,b=8",GSM5652205_Skeletal-Muscle-Z00000427,TEST,Accuracy,0.8951856818754726
"a=1,b=8",GSM5652205_Skeletal-Muscle-Z00000427,TEST,MAE,0.1271418869888563
"a=1,b=8",GSM5652207_Aorta-Smooth-Muscle-Z0000041U,TEST,Pearson,0.7619014174976219
"a=1,b=8",GSM5652207_Aorta-Smooth-Muscle-Z0000041U,TEST,Spearman,0.7121200644011463
"a=1,b=8",GSM5652207_Aorta-Smooth-Muscle-Z0000041U,TEST,AUC,0.8798285739232194
"a=1,b=8",GSM5652207_Aorta-Smooth-Muscle-Z0000041U,TEST,Accuracy,0.8022877119097698
"a=1,b=8",GSM5652207_Aorta-Smooth-Muscle-Z0000041U,TEST,MAE,0.1479603829190857
"a=1,b=8",GSM5652215_Heart-Cardiomyocyte-Z0000044P,TEST,Pearson,0.7021144404351987
"a=1,b=8",GSM5652215_Heart-Cardiomyocyte-Z0000044P,TEST,Spearman,0.5172510182265392
"a=1,b=8",GSM5652215_Heart-Cardiomyocyte-Z0000044P,TEST,AUC,0.8680754345788633
"a=1,b=8",GSM5652215_Heart-Cardiomyocyte-Z0000044P,TEST,Accuracy,0.8746502824375815
"a=1,b=8",GSM5652215_Heart-Cardiomyocyte-Z0000044P,TEST,MAE,0.1868039656272328
"a=1,b=8",GSM5652218_Bone-Osteoblasts-Z0000042Z,TEST,Pearson,0.7678449498271048
"a=1,b=8",GSM5652218_Bone-Osteoblasts-Z0000042Z,TEST,Spearman,0.7350013522620986
"a=1,b=8",GSM5652218_Bone-Osteoblasts-Z0000042Z,TEST,AUC,0.8889516345955585
"a=1,b=8",GSM5652218_Bone-Osteoblasts-Z0000042Z,TEST,Accuracy,0.8151240001222945
"a=1,b=8",GSM5652218_Bone-Osteoblasts-Z0000042Z,TEST,MAE,0.1551593654385872
"a=1,b=8",GSM5652219_Oligodendrocytes-Z000000TK,TEST,Pearson,0.7983306603726269
"a=1,b=8",GSM5652219_Oligodendrocytes-Z000000TK,TEST,Spearman,0.5730387589790547
"a=1,b=8",GSM5652219_Oligodendrocytes-Z000000TK,TEST,AUC,0.915979540616774
"a=1,b=8",GSM5652219_Oligodendrocytes-Z000000TK,TEST,Accuracy,0.9168379694794082
"a=1,b=8",GSM5652219_Oligodendrocytes-Z000000TK,TEST,MAE,0.1266761116995204
"a=1,b=8",GSM5652223_Cortex-Neuron-Z000000TF,TEST,Pearson,0.8226338964718302
"a=1,b=8",GSM5652223_Cortex-Neuron-Z000000TF,TEST,Spearman,0.6076473920916409
"a=1,b=8",GSM5652223_Cortex-Neuron-Z000000TF,TEST,AUC,0.919715908719446
"a=1,b=8",GSM5652223_Cortex-Neuron-Z000000TF,TEST,Accuracy,0.9373724441186654
"a=1,b=8",GSM5652223_Cortex-Neuron-Z000000TF,TEST,MAE,0.108282151276605
"a=1,b=8",GSM5652233_Liver-Hepatocytes-Z000000R3,TEST,Pearson,0.78589620950156
"a=1,b=8",GSM5652233_Liver-Hepatocytes-Z000000R3,TEST,Spearman,0.6651699943673898
"a=1,b=8",GSM5652233_Liver-Hepatocytes-Z000000R3,TEST,AUC,0.9035766319647297
"a=1,b=8",GSM5652233_Liver-Hepatocytes-Z000000R3,TEST,Accuracy,0.8954884553228413
"a=1,b=8",GSM5652233_Liver-Hepatocytes-Z000000R3,TEST,MAE,0.1293982756715211
"a=1,b=8",GSM5652239_Pancreas-Duct-Z0000043T,TEST,Pearson,0.7902464895825237
"a=1,b=8",GSM5652239_Pancreas-Duct-Z0000043T,TEST,Spearman,0.6059258801008902
"a=1,b=8",GSM5652239_Pancreas-Duct-Z0000043T,TEST,AUC,0.9094563147425484
"a=1,b=8",GSM5652239_Pancreas-Duct-Z0000043T,TEST,Accuracy,0.912532637075718
"a=1,b=8",GSM5652239_Pancreas-Duct-Z0000043T,TEST,MAE,0.1243635727028809
"a=1,b=8",GSM5652243_Pancreas-Acinar-Z000000QX,TEST,Pearson,0.7563517198899077
"a=1,b=8",GSM5652243_Pancreas-Acinar-Z000000QX,TEST,Spearman,0.6965728603433662
"a=1,b=8",GSM5652243_Pancreas-Acinar-Z000000QX,TEST,AUC,0.8868066650245349
"a=1,b=8",GSM5652243_Pancreas-Acinar-Z000000QX,TEST,Accuracy,0.8305513286668482
"a=1,b=8",GSM5652243_Pancreas-Acinar-Z000000QX,TEST,MAE,0.1591298147591196
"a=1,b=8",GSM5652247_Pancreas-Delta-Z00000451,TEST,Pearson,0.779669557988231
"a=1,b=8",GSM5652247_Pancreas-Delta-Z00000451,TEST,Spearman,0.6207450114341423
"a=1,b=8",GSM5652247_Pancreas-Delta-Z00000451,TEST,AUC,0.9056694078043114
"a=1,b=8",GSM5652247_Pancreas-Delta-Z00000451,TEST,Accuracy,0.9025498043982351
"a=1,b=8",GSM5652247_Pancreas-Delta-Z00000451,TEST,MAE,0.1353310264524096
"a=1,b=8",GSM5652250_Pancreas-Beta-Z00000452,TEST,Pearson,0.7791821908388235
"a=1,b=8",GSM5652250_Pancreas-Beta-Z00000452,TEST,Spearman,0.5961627503574745
"a=1,b=8",GSM5652250_Pancreas-Beta-Z00000452,TEST,AUC,0.90528278186284
"a=1,b=8",GSM5652250_Pancreas-Beta-Z00000452,TEST,Accuracy,0.9085946383020618
"a=1,b=8",GSM5652250_Pancreas-Beta-Z00000452,TEST,MAE,0.1325202961401559
"a=1,b=8",GSM5652253_Pancreas-Alpha-Z00000453,TEST,Pearson,0.7793529695635344
"a=1,b=8",GSM5652253_Pancreas-Alpha-Z00000453,TEST,Spearman,0.6360321635724422
"a=1,b=8",GSM5652253_Pancreas-Alpha-Z00000453,TEST,AUC,0.9046587041264137
"a=1,b=8",GSM5652253_Pancreas-Alpha-Z00000453,TEST,Accuracy,0.9043126185515218
"a=1,b=8",GSM5652253_Pancreas-Alpha-Z00000453,TEST,MAE,0.1328464372551441
"a=1,b=8",GSM5652264_Thyroid-Epithelial-Z0000042S,TEST,Pearson,0.7975019882673972
"a=1,b=8",GSM5652264_Thyroid-Epithelial-Z0000042S,TEST,Spearman,0.5920058842244811
"a=1,b=8",GSM5652264_Thyroid-Epithelial-Z0000042S,TEST,AUC,0.9101829202956657
"a=1,b=8",GSM5652264_Thyroid-Epithelial-Z0000042S,TEST,Accuracy,0.9215004397118909
"a=1,b=8",GSM5652264_Thyroid-Epithelial-Z0000042S,TEST,MAE,0.12239531287448
"a=1,b=8",GSM5652267_Fallopian-Epithelial-Z000000Q7,TEST,Pearson,0.7951846468400817
"a=1,b=8",GSM5652267_Fallopian-Epithelial-Z000000Q7,TEST,Spearman,0.632785937637084
"a=1,b=8",GSM5652267_Fallopian-Epithelial-Z000000Q7,TEST,AUC,0.9117790513702814
"a=1,b=8",GSM5652267_Fallopian-Epithelial-Z000000Q7,TEST,Accuracy,0.9049650926485628
"a=1,b=8",GSM5652267_Fallopian-Epithelial-Z000000Q7,TEST,MAE,0.129794508483249
"a=1,b=8",GSM5652270_Ovary-Epithelial-Z000000QT,TEST,Pearson,0.7349258865345913
"a=1,b=8",GSM5652270_Ovary-Epithelial-Z000000QT,TEST,Spearman,0.6003397427740615
"a=1,b=8",GSM5652270_Ovary-Epithelial-Z000000QT,TEST,AUC,0.8843766836252835
"a=1,b=8",GSM5652270_Ovary-Epithelial-Z000000QT,TEST,Accuracy,0.8538300440728498
"a=1,b=8",GSM5652270_Ovary-Epithelial-Z000000QT,TEST,MAE,0.1684927581531945
"a=1,b=8",GSM5652274_Bone_marrow-Erythrocyte_progenitors-Z000000RF,TEST,Pearson,0.7783795704063838
"a=1,b=8",GSM5652274_Bone_marrow-Erythrocyte_progenitors-Z000000RF,TEST,Spearman,0.737460485424708
"a=1,b=8",GSM5652274_Bone_marrow-Erythrocyte_progenitors-Z000000RF,TEST,AUC,0.8783266748774957
"a=1,b=8",GSM5652274_Bone_marrow-Erythrocyte_progenitors-Z000000RF,TEST,Accuracy,0.8019042960514109
"a=1,b=8",GSM5652274_Bone_marrow-Erythrocyte_progenitors-Z000000RF,TEST,MAE,0.1145819243423109
"a=1,b=8",GSM5652277_Blood-T-CD3-Z000000TV,TEST,Pearson,0.8020346289551661
"a=1,b=8",GSM5652277_Blood-T-CD3-Z000000TV,TEST,Spearman,0.6943976834171396
"a=1,b=8",GSM5652277_Blood-T-CD3-Z000000TV,TEST,AUC,0.9082367668111814
"a=1,b=8",GSM5652277_Blood-T-CD3-Z000000TV,TEST,Accuracy,0.9114946590111083
"a=1,b=8",GSM5652277_Blood-T-CD3-Z000000TV,TEST,MAE,0.1160500910148576
"a=1,b=8",GSM5652299_Blood-NK-Z000000TM,TEST,Pearson,0.8053369096633117
"a=1,b=8",GSM5652299_Blood-NK-Z000000TM,TEST,Spearman,0.599884899886716
"a=1,b=8",GSM5652299_Blood-NK-Z000000TM,TEST,AUC,0.9096562460497603
"a=1,b=8",GSM5652299_Blood-NK-Z000000TM,TEST,Accuracy,0.9333670923199514
"a=1,b=8",GSM5652299_Blood-NK-Z000000TM,TEST,MAE,0.1107362248283636
"a=1,b=8",GSM5652302_Blood-Monocytes-Z000000TP,TEST,Pearson,0.7998891145381454
"a=1,b=8",GSM5652302_Blood-Monocytes-Z000000TP,TEST,Spearman,0.5783690715224508
"a=1,b=8",GSM5652302_Blood-Monocytes-Z000000TP,TEST,AUC,0.9138855292393031
"a=1,b=8",GSM5652302_Blood-Monocytes-Z000000TP,TEST,Accuracy,0.9296923053903475
"a=1,b=8",GSM5652302_Blood-Monocytes-Z000000TP,TEST,MAE,0.117984730137319
"a=1,b=8",GSM5652313_Blood-Granulocytes-Z000000TZ,TEST,Pearson,0.8026335678661484
"a=1,b=8",GSM5652313_Blood-Granulocytes-Z000000TZ,TEST,Spearman,0.6242605991298066
"a=1,b=8",GSM5652313_Blood-Granulocytes-Z000000TZ,TEST,AUC,0.9143034771771875
