chr,model,cell,corr,mse,count
chr21,iDNA-ABT,Thyroid-Epithelial,0.4792988918,0.06423861069,379454
chr22,iDNA-ABT,Thyroid-Epithelial,0.5058554597,0.07466813955,584578
chr3,iDNA-ABT,Thyroid-Epithelial,0.5268705378,0.05946416948,1627256
chr4,iDNA-ABT,Thyroid-Epithelial,0.5005901778,0.05719211538,1459624
chr5,iDNA-ABT,Thyroid-Epithelial,0.5237439127,0.06117451303,1483511
chr6,iDNA-ABT,Thyroid-Epithelial,0.5132873704,0.06584713971,1475358
chr7,iDNA-ABT,Thyroid-Epithelial,0.5033360926,0.06352039427,1547461
chr8,iDNA-ABT,Thyroid-Epithelial,0.5097570658,0.06087642656,1283505
chr9,iDNA-ABT,Thyroid-Epithelial,0.5205303486,0.0680664693,1183514
chrX,iDNA-ABT,Thyroid-Epithelial,0.400523948,0.05075361694,1136950
chr1,iDNA-ABT,Tonsil-Palatine-Epithelial,0.5019471892,0.08007845597,2263242
chr10,iDNA-ABT,Tonsil-Palatine-Epithelial,0.4754199696,0.07512074837,1343814
chr11,iDNA-ABT,Tonsil-Palatine-Epithelial,0.4774887085,0.08160668976,1286710
chr12,iDNA-ABT,Tonsil-Palatine-Epithelial,0.4734388654,0.07731278329,1278985
chr13,iDNA-ABT,Tonsil-Palatine-Epithelial,0.4440739182,0.07058308179,801973
chr14,iDNA-ABT,Tonsil-Palatine-Epithelial,0.4906497544,0.07760127395,851477
chr15,iDNA-ABT,Tonsil-Palatine-Epithelial,0.5030066449,0.07684746158,845504
chr16,iDNA-ABT,Tonsil-Palatine-Epithelial,0.4676640518,0.08226224866,1075755
chr17,iDNA-ABT,Tonsil-Palatine-Epithelial,0.5116864105,0.08759427319,1162090
chr18,iDNA-ABT,Tonsil-Palatine-Epithelial,0.4307173826,0.07266699612,684492
chr19,iDNA-ABT,Tonsil-Palatine-Epithelial,0.4721596591,0.09748524239,1041775
chr2,iDNA-ABT,Tonsil-Palatine-Epithelial,0.4738178156,0.07333501144,2146663
chr20,iDNA-ABT,Tonsil-Palatine-Epithelial,0.4806204224,0.08090949938,737293
chr21,iDNA-ABT,Tonsil-Palatine-Epithelial,0.4098456398,0.07959959405,380690
chr22,iDNA-ABT,Tonsil-Palatine-Epithelial,0.4624581469,0.08576183763,582986
chr3,iDNA-ABT,Tonsil-Palatine-Epithelial,0.4859397441,0.07091028651,1629436
chr4,iDNA-ABT,Tonsil-Palatine-Epithelial,0.458821653,0.06969391288,1459804
chr5,iDNA-ABT,Tonsil-Palatine-Epithelial,0.474762226,0.07228577933,1482732
chr6,iDNA-ABT,Tonsil-Palatine-Epithelial,0.4667377948,0.07656598148,1475469
chr7,iDNA-ABT,Tonsil-Palatine-Epithelial,0.4594277321,0.07468485218,1547002
chr8,iDNA-ABT,Tonsil-Palatine-Epithelial,0.4627041947,0.07342920728,1284728
chr9,iDNA-ABT,Tonsil-Palatine-Epithelial,0.4811866617,0.07797044569,1183535
chrX,iDNA-ABT,Tonsil-Palatine-Epithelial,0.4500061618,0.07260180817,1133954
chr1,CpGenie,Adipocytes,0.7944234535,0.03396185359,2261392
chr10,CpGenie,Adipocytes,0.7324321389,0.03871259699,1343916
chr11,CpGenie,Adipocytes,0.7683474978,0.03715697225,1286724
chr12,CpGenie,Adipocytes,0.778788706,0.03363077472,1279958
chr13,CpGenie,Adipocytes,0.7514881667,0.0321595319,802050
chr14,CpGenie,Adipocytes,0.7870262619,0.03318608582,851272
chr15,CpGenie,Adipocytes,0.790740254,0.03332227689,845140
chr16,CpGenie,Adipocytes,0.7771907149,0.03550498588,1075841
chr17,CpGenie,Adipocytes,0.8077073496,0.03579576465,1162529
chr18,CpGenie,Adipocytes,0.710778188,0.03814029165,684147
chr19,CpGenie,Adipocytes,0.827496649,0.03563165499,1041902
chr2,CpGenie,Adipocytes,0.7641539111,0.03335901957,2145318
chr20,CpGenie,Adipocytes,0.7591497976,0.03871904047,737523
chr21,CpGenie,Adipocytes,0.7275664486,0.03779006746,380325
chr22,CpGenie,Adipocytes,0.7754318999,0.03699366999,582668
chr3,CpGenie,Adipocytes,0.7615854943,0.0328324528,1627424
chr4,CpGenie,Adipocytes,0.7424854926,0.03308270136,1459849
chr5,CpGenie,Adipocytes,0.7664481374,0.03264451909,1482871
chr6,CpGenie,Adipocytes,0.7819495968,0.03258043533,1477069
chr7,CpGenie,Adipocytes,0.761819829,0.03389201665,1549069
chr8,CpGenie,Adipocytes,0.7311203036,0.03633265737,1284435
chr9,CpGenie,Adipocytes,0.7300889226,0.0414068212,1181338
chrX,CpGenie,Adipocytes,0.5857533428,0.04227013622,1136543
chr1,CpGenie,Aorta-Endothel,0.758614639,0.04159154068,2262556
chr10,CpGenie,Aorta-Endothel,0.6761024147,0.04977909084,1344172
chr11,CpGenie,Aorta-Endothel,0.7350939225,0.04464366378,1285654
chr12,CpGenie,Aorta-Endothel,0.7417321282,0.04209354645,1278813
chr13,CpGenie,Aorta-Endothel,0.6929537424,0.0420774314,801761
chr14,CpGenie,Aorta-Endothel,0.745096749,0.04204958065,851670
chr15,CpGenie,Aorta-Endothel,0.7490305998,0.04237802788,845128
chr16,CpGenie,Aorta-Endothel,0.7494003325,0.0429105783,1075906
chr17,CpGenie,Aorta-Endothel,0.7937754866,0.04055674171,1161205
chr18,CpGenie,Aorta-Endothel,0.6689988022,0.04726150194,685049
chr19,CpGenie,Aorta-Endothel,0.8192359652,0.03890561814,1041043
chr2,CpGenie,Aorta-Endothel,0.7202580101,0.04224017624,2146851
chr20,CpGenie,Aorta-Endothel,0.7331008636,0.04525453271,736722
chr21,CpGenie,Aorta-Endothel,0.6854646755,0.0466339559,379268
chr22,CpGenie,Aorta-Endothel,0.7565306092,0.04212329026,583715
chr3,CpGenie,Aorta-Endothel,0.7167020084,0.04215369515,1626783
chr4,CpGenie,Aorta-Endothel,0.6923608326,0.04259376359,1460920
chr5,CpGenie,Aorta-Endothel,0.7169505611,0.04226259391,1482800
chr6,CpGenie,Aorta-Endothel,0.7382627104,0.04119074492,1477076
chr7,CpGenie,Aorta-Endothel,0.7235379536,0.04200538454,1547307
chr8,CpGenie,Aorta-Endothel,0.6657210359,0.04825478082,1284483
chr9,CpGenie,Aorta-Endothel,0.687188692,0.05052763996,1183022
chrX,CpGenie,Aorta-Endothel,0.5420739787,0.05540799471,1136928
chr1,CpGenie,Aorta-Smooth-Muscle,0.7215925549,0.04465052506,2263318
chr10,CpGenie,Aorta-Smooth-Muscle,0.6459480098,0.05172026703,1345928
chr11,CpGenie,Aorta-Smooth-Muscle,0.6997167867,0.04687398261,1287043
chr12,CpGenie,Aorta-Smooth-Muscle,0.6969790327,0.04618849462,1278143
chr13,CpGenie,Aorta-Smooth-Muscle,0.6625848031,0.04460782431,802025
chr14,CpGenie,Aorta-Smooth-Muscle,0.7096370085,0.04442155081,851890
chr15,CpGenie,Aorta-Smooth-Muscle,0.7090488516,0.04577706425,844644
chr16,CpGenie,Aorta-Smooth-Muscle,0.7016412546,0.04787185506,1076254
chr17,CpGenie,Aorta-Smooth-Muscle,0.757236762,0.04371550475,1163088
chr18,CpGenie,Aorta-Smooth-Muscle,0.6392665016,0.04870715932,685140
chr19,CpGenie,Aorta-Smooth-Muscle,0.7718092983,0.04382484809,1042185
chr2,CpGenie,Aorta-Smooth-Muscle,0.6818110786,0.04569696075,2147528
chr20,CpGenie,Aorta-Smooth-Muscle,0.6979978203,0.04718052809,737061
chr21,CpGenie,Aorta-Smooth-Muscle,0.6418034492,0.05033829976,380386
chr22,CpGenie,Aorta-Smooth-Muscle,0.7142583873,0.04636977848,583096
chr3,CpGenie,Aorta-Smooth-Muscle,0.6900345927,0.04352755019,1629545
chr4,CpGenie,Aorta-Smooth-Muscle,0.6628861474,0.04425031547,1460807
chr5,CpGenie,Aorta-Smooth-Muscle,0.6806726457,0.04490455022,1483193
chr6,CpGenie,Aorta-Smooth-Muscle,0.6995279553,0.04427528974,1477925
chr7,CpGenie,Aorta-Smooth-Muscle,0.6821824223,0.04577789119,1546997
chr8,CpGenie,Aorta-Smooth-Muscle,0.6308427238,0.05076097497,1284774
chr9,CpGenie,Aorta-Smooth-Muscle,0.6572151449,0.05192419548,1184567
chrX,CpGenie,Aorta-Smooth-Muscle,0.6182062934,0.05293069058,1134492
chr1,CpGenie,Bladder-Epithelial,0.7463920404,0.04721285782,2264328
chr10,CpGenie,Bladder-Epithelial,0.6681545479,0.05478727412,1345632
chr11,CpGenie,Bladder-Epithelial,0.7207852554,0.05092880417,1287559
chr12,CpGenie,Bladder-Epithelial,0.7261795193,0.04757220523,1278712
chr13,CpGenie,Bladder-Epithelial,0.6867103123,0.04761407516,802162
chr14,CpGenie,Bladder-Epithelial,0.7337744307,0.0470484237,852505
chr15,CpGenie,Bladder-Epithelial,0.7415925919,0.04656343944,847373
chr16,CpGenie,Bladder-Epithelial,0.7383704697,0.04758944129,1077400
chr17,CpGenie,Bladder-Epithelial,0.7743488652,0.0463235702,1163563
chr18,CpGenie,Bladder-Epithelial,0.6672665478,0.05148108993,685212
chr19,CpGenie,Bladder-Epithelial,0.7996443428,0.04469954756,1042900
chr2,CpGenie,Bladder-Epithelial,0.7151987052,0.04660196674,2148301
chr20,CpGenie,Bladder-Epithelial,0.7177555774,0.05133189482,736760
chr21,CpGenie,Bladder-Epithelial,0.682330357,0.05195819083,380119
chr22,CpGenie,Bladder-Epithelial,0.7302643294,0.05032375635,585117
chr3,CpGenie,Bladder-Epithelial,0.7182235333,0.04536849743,1629713
chr4,CpGenie,Bladder-Epithelial,0.6890828832,0.04752295485,1459458
chr5,CpGenie,Bladder-Epithelial,0.7120654411,0.04642854456,1484111
chr6,CpGenie,Bladder-Epithelial,0.7266764297,0.04691098707,1476070
chr7,CpGenie,Bladder-Epithelial,0.7154463445,0.04671768423,1549614
chr8,CpGenie,Bladder-Epithelial,0.6587065927,0.05406244203,1284274
chr9,CpGenie,Bladder-Epithelial,0.6704502675,0.05709663528,1184418
chrX,CpGenie,Bladder-Epithelial,0.6360776101,0.05545134669,1134630
chr1,CpGenie,Blood-B,0.7744886583,0.03836728315,2275518
chr10,CpGenie,Blood-B,0.6857276894,0.04670236029,1349724
chr11,CpGenie,Blood-B,0.7489140124,0.04210731334,1294689
chr12,CpGenie,Blood-B,0.7576062251,0.0383381971,1284207
chr13,CpGenie,Blood-B,0.7034776548,0.03844854345,804016
chr14,CpGenie,Blood-B,0.7550500457,0.03989391127,853884
chr15,CpGenie,Blood-B,0.7616217295,0.03935342376,851538
chr16,CpGenie,Blood-B,0.7578829238,0.04101334564,1082281
chr17,CpGenie,Blood-B,0.798278074,0.04008020501,1170054
chr18,CpGenie,Blood-B,0.7037994454,0.03947764848,690259
chr19,CpGenie,Blood-B,0.8184710511,0.0405634367,1046614
chr2,CpGenie,Blood-B,0.7413352243,0.03755327674,2154824
chr20,CpGenie,Blood-B,0.7421731823,0.04340886591,741525
chr21,CpGenie,Blood-B,0.6830917128,0.04662670136,384212
chr22,CpGenie,Blood-B,0.7514556779,0.04369742011,587812
chr3,CpGenie,Blood-B,0.7417338956,0.03605744368,1633769
chr4,CpGenie,Blood-B,0.7095531264,0.03837624168,1465199
chr5,CpGenie,Blood-B,0.7335289224,0.03804788703,1488600
chr6,CpGenie,Blood-B,0.7525730141,0.03813341188,1480557
chr7,CpGenie,Blood-B,0.73952089,0.03827585113,1557606
chr8,CpGenie,Blood-B,0.6722746222,0.04574433277,1290133
chr9,CpGenie,Blood-B,0.6905709969,0.04902079833,1194463
chrX,CpGenie,Blood-B,0.654742331,0.04516892648,1140212
chr1,CpGenie,Blood-Granulocytes,0.7814341299,0.03791857633,2263426
chr10,CpGenie,Blood-Granulocytes,0.702854176,0.04518423967,1344606
chr11,CpGenie,Blood-Granulocytes,0.749690294,0.04222852425,1287502
chr12,CpGenie,Blood-Granulocytes,0.7544347643,0.0395997071,1276832
chr13,CpGenie,Blood-Granulocytes,0.7298580801,0.03450193218,801761
chr14,CpGenie,Blood-Granulocytes,0.7740367196,0.03667040673,851139
chr15,CpGenie,Blood-Granulocytes,0.7768323369,0.03769113014,845906
chr16,CpGenie,Blood-Granulocytes,0.7643463932,0.04033219147,1075960
chr17,CpGenie,Blood-Granulocytes,0.7931775167,0.04260746863,1161902
chr18,CpGenie,Blood-Granulocytes,0.6952840006,0.04133968456,684701
chr19,CpGenie,Blood-Granulocytes,0.8207373293,0.04026674723,1041190
chr2,CpGenie,Blood-Granulocytes,0.7514857503,0.03672926414,2145551
chr20,CpGenie,Blood-Granulocytes,0.7497567111,0.04309580508,737147
chr21,CpGenie,Blood-Granulocytes,0.7064024205,0.04255640965,379320
chr22,CpGenie,Blood-Granulocytes,0.7632511662,0.04179795194,582860
chr3,CpGenie,Blood-Granulocytes,0.7491503639,0.03532518901,1629332
chr4,CpGenie,Blood-Granulocytes,0.7297098851,0.03476609498,1460804
chr5,CpGenie,Blood-Granulocytes,0.750274359,0.03591081932,1482927
chr6,CpGenie,Blood-Granulocytes,0.7646581691,0.03646950143,1477313
chr7,CpGenie,Blood-Granulocytes,0.7510163798,0.03683505811,1547993
chr8,CpGenie,Blood-Granulocytes,0.7039794644,0.04137997011,1283420
chr9,CpGenie,Blood-Granulocytes,0.7180289732,0.04547953438,1180661
chrX,CpGenie,Blood-Granulocytes,0.5648728997,0.04441372212,1136842
chr1,CpGenie,Blood-Monocytes,0.7875053677,0.03742197113,2261141
chr10,CpGenie,Blood-Monocytes,0.704269538,0.04524002834,1343197
chr11,CpGenie,Blood-Monocytes,0.7611003818,0.04088144719,1286378
chr12,CpGenie,Blood-Monocytes,0.7631067586,0.0387233695,1275876
chr13,CpGenie,Blood-Monocytes,0.7349618795,0.03442931294,801271
chr14,CpGenie,Blood-Monocytes,0.7793195418,0.03627493962,850686
chr15,CpGenie,Blood-Monocytes,0.7797712064,0.03748708919,844897
chr16,CpGenie,Blood-Monocytes,0.7724512086,0.03949217169,1074290
chr17,CpGenie,Blood-Monocytes,0.8036924652,0.0409550379,1160355
chr18,CpGenie,Blood-Monocytes,0.7000746081,0.04118262083,683439
chr19,CpGenie,Blood-Monocytes,0.83206884,0.03853127301,1040491
chr2,CpGenie,Blood-Monocytes,0.75617579,0.03651392862,2143670
chr20,CpGenie,Blood-Monocytes,0.7610612962,0.04176180763,736580
chr21,CpGenie,Blood-Monocytes,0.7204767805,0.04154644724,379099
chr22,CpGenie,Blood-Monocytes,0.7742007502,0.04048440718,582068
chr3,CpGenie,Blood-Monocytes,0.7556868019,0.03476349556,1628198
chr4,CpGenie,Blood-Monocytes,0.7332255128,0.03497872923,1459705
chr5,CpGenie,Blood-Monocytes,0.7546276678,0.03577991212,1481674
chr6,CpGenie,Blood-Monocytes,0.7699346525,0.0362027716,1476337
chr7,CpGenie,Blood-Monocytes,0.760483004,0.03593867999,1546052
chr8,CpGenie,Blood-Monocytes,0.6978412567,0.04273187366,1282671
chr9,CpGenie,Blood-Monocytes,0.7099408378,0.04735822961,1178404
chrX,CpGenie,Blood-Monocytes,0.5651406793,0.0458589827,1136132
chr1,CpGenie,Blood-NK,0.8064429906,0.03190033247,2265447
chr10,CpGenie,Blood-NK,0.7207536816,0.04023468514,1345411
chr11,CpGenie,Blood-NK,0.7820885694,0.03520144953,1288750
chr12,CpGenie,Blood-NK,0.7782353433,0.03385696934,1277687
chr13,CpGenie,Blood-NK,0.7539437105,0.03041412342,802212
chr14,CpGenie,Blood-NK,0.7964530758,0.03181257509,851799
chr15,CpGenie,Blood-NK,0.8014992735,0.03178845987,847121
chr16,CpGenie,Blood-NK,0.7924260867,0.03384868966,1077112
chr17,CpGenie,Blood-NK,0.8193836395,0.03540511712,1163399
chr18,CpGenie,Blood-NK,0.7145628486,0.03667520497,685139
chr19,CpGenie,Blood-NK,0.8445328161,0.03411853762,1042593
chr2,CpGenie,Blood-NK,0.7782664662,0.03103809266,2147375
chr20,CpGenie,Blood-NK,0.775139424,0.03669130799,737955
chr21,CpGenie,Blood-NK,0.7384954284,0.03624070335,380029
chr22,CpGenie,Blood-NK,0.7911388254,0.03505090444,583672
chr3,CpGenie,Blood-NK,0.7777549642,0.02947945211,1630305
chr4,CpGenie,Blood-NK,0.7499753661,0.03107038558,1461484
chr5,CpGenie,Blood-NK,0.7742107633,0.03096934626,1483790
chr6,CpGenie,Blood-NK,0.7896901426,0.0311604165,1477898
chr7,CpGenie,Blood-NK,0.7778217105,0.03131744051,1549710
chr8,CpGenie,Blood-NK,0.72110695,0.0368573979,1284535
chr9,CpGenie,Blood-NK,0.7316761907,0.04099087302,1182686
chrX,CpGenie,Blood-NK,0.5720264773,0.04416959668,1137353
chr1,CpGenie,Blood-T-CD3,0.7735540552,0.03578222632,2265142
chr10,CpGenie,Blood-T-CD3,0.6967315361,0.04204765066,1345436
chr11,CpGenie,Blood-T-CD3,0.7352353935,0.04123142244,1288618
chr12,CpGenie,Blood-T-CD3,0.7448477611,0.03762531971,1277840
chr13,CpGenie,Blood-T-CD3,0.7087511444,0.03583669242,802098
chr14,CpGenie,Blood-T-CD3,0.7580355147,0.03661085656,851542
chr15,CpGenie,Blood-T-CD3,0.7664244945,0.03576315221,847066
chr16,CpGenie,Blood-T-CD3,0.7599511376,0.03753728355,1076964
chr17,CpGenie,Blood-T-CD3,0.7934236666,0.03844559723,1163038
chr18,CpGenie,Blood-T-CD3,0.6712105673,0.04163179062,685188
chr19,CpGenie,Blood-T-CD3,0.8229177804,0.03663968323,1042140
chr2,CpGenie,Blood-T-CD3,0.7355648447,0.03607862975,2147304
chr20,CpGenie,Blood-T-CD3,0.7382293004,0.040586092,737660
chr21,CpGenie,Blood-T-CD3,0.6954008346,0.04066495794,379975
chr22,CpGenie,Blood-T-CD3,0.7587421703,0.03824017241,583508
chr3,CpGenie,Blood-T-CD3,0.7412330934,0.03383351427,1630351
chr4,CpGenie,Blood-T-CD3,0.7066966332,0.03633257049,1461479
chr5,CpGenie,Blood-T-CD3,0.7318184274,0.03592939565,1483819
chr6,CpGenie,Blood-T-CD3,0.7537946848,0.0352764643,1477859
chr7,CpGenie,Blood-T-CD3,0.7398529639,0.03553548349,1549643
chr8,CpGenie,Blood-T-CD3,0.6835284502,0.04125299192,1284381
chr9,CpGenie,Blood-T-CD3,0.7015970486,0.04387128279,1182515
chrX,CpGenie,Blood-T-CD3,0.5222371551,0.04904064011,1137426
chr1,CpGenie,Bone-Osteoblasts,0.7367793988,0.04737211232,2264582
chr10,CpGenie,Bone-Osteoblasts,0.6743862433,0.05354945031,1344426
chr11,CpGenie,Bone-Osteoblasts,0.7244354652,0.04801478225,1290628
chr12,CpGenie,Bone-Osteoblasts,0.7174191367,0.04807801067,1279324
chr13,CpGenie,Bone-Osteoblasts,0.6841727491,0.04891007365,802125
chr14,CpGenie,Bone-Osteoblasts,0.7299528933,0.04634893455,852150
chr15,CpGenie,Bone-Osteoblasts,0.732790292,0.04784072062,847243
chr16,CpGenie,Bone-Osteoblasts,0.7201951225,0.04864177929,1077128
chr17,CpGenie,Bone-Osteoblasts,0.7693452992,0.04555943009,1164323
chr18,CpGenie,Bone-Osteoblasts,0.6733063216,0.05062563797,684911
chr19,CpGenie,Bone-Osteoblasts,0.7797761477,0.04503372564,1042426
chr2,CpGenie,Bone-Osteoblasts,0.7060839136,0.04866998881,2147504
chr20,CpGenie,Bone-Osteoblasts,0.7203059552,0.04810452665,738703
chr21,CpGenie,Bone-Osteoblasts,0.6783961506,0.05127106642,380008
chr22,CpGenie,Bone-Osteoblasts,0.7330027294,0.04709447201,583435
chr3,CpGenie,Bone-Osteoblasts,0.7111376079,0.04718351888,1629852
chr4,CpGenie,Bone-Osteoblasts,0.6901788404,0.04750647354,1460707
chr5,CpGenie,Bone-Osteoblasts,0.7027936417,0.04823314664,1483645
chr6,CpGenie,Bone-Osteoblasts,0.7136335075,0.04884594547,1475708
chr7,CpGenie,Bone-Osteoblasts,0.7015191737,0.04864522341,1547528
chr8,CpGenie,Bone-Osteoblasts,0.6662497502,0.05229757424,1284764
chr9,CpGenie,Bone-Osteoblasts,0.6806026795,0.05456378443,1184485
chrX,CpGenie,Bone-Osteoblasts,0.6054697325,0.04657473384,1137299
chr1,CpGenie,Bone_marrow-Erythrocyte_progenitors,0.7619523271,0.02918907331,2264264
chr10,CpGenie,Bone_marrow-Erythrocyte_progenitors,0.6802754472,0.03326113267,1346625
chr11,CpGenie,Bone_marrow-Erythrocyte_progenitors,0.744081129,0.03015852022,1290060
chr12,CpGenie,Bone_marrow-Erythrocyte_progenitors,0.752512929,0.0285567113,1281301
chr13,CpGenie,Bone_marrow-Erythrocyte_progenitors,0.718684871,0.02636122598,802342
chr14,CpGenie,Bone_marrow-Erythrocyte_progenitors,0.7612719336,0.02788559604,852521
chr15,CpGenie,Bone_marrow-Erythrocyte_progenitors,0.7574393591,0.02920395647,847714
chr16,CpGenie,Bone_marrow-Erythrocyte_progenitors,0.756064389,0.03046286889,1078569
chr17,CpGenie,Bone_marrow-Erythrocyte_progenitors,0.7846982856,0.03124283247,1164254
chr18,CpGenie,Bone_marrow-Erythrocyte_progenitors,0.6879964917,0.03041079707,682122
chr19,CpGenie,Bone_marrow-Erythrocyte_progenitors,0.8077483312,0.03104678234,1043514
chr2,CpGenie,Bone_marrow-Erythrocyte_progenitors,0.7387940801,0.02734642854,2149307
chr20,CpGenie,Bone_marrow-Erythrocyte_progenitors,0.7476138198,0.02995922296,739401
chr21,CpGenie,Bone_marrow-Erythrocyte_progenitors,0.7140172219,0.03053429876,381329
chr22,CpGenie,Bone_marrow-Erythrocyte_progenitors,0.7480618728,0.0325977451,584700
chr3,CpGenie,Bone_marrow-Erythrocyte_progenitors,0.74041254,0.02659060679,1630900
chr4,CpGenie,Bone_marrow-Erythrocyte_progenitors,0.7166945122,0.02672103434,1461191
chr5,CpGenie,Bone_marrow-Erythrocyte_progenitors,0.738995464,0.02666269462,1484300
chr6,CpGenie,Bone_marrow-Erythrocyte_progenitors,0.7481151732,0.02735055109,1478512
chr7,CpGenie,Bone_marrow-Erythrocyte_progenitors,0.7368087171,0.02839220828,1550620
chr8,CpGenie,Bone_marrow-Erythrocyte_progenitors,0.6692209081,0.03234299065,1285288
chr9,CpGenie,Bone_marrow-Erythrocyte_progenitors,0.6784833879,0.03643771963,1187187
chrX,CpGenie,Bone_marrow-Erythrocyte_progenitors,0.6533750958,0.03384317067,1136187
chr1,CpGenie,Breast-Basal-Epithelial,0.7556896215,0.04420905932,2264287
chr10,CpGenie,Breast-Basal-Epithelial,0.6832801654,0.05035429883,1345327
chr11,CpGenie,Breast-Basal-Epithelial,0.7251561749,0.04893721757,1289334
chr12,CpGenie,Breast-Basal-Epithelial,0.7324386632,0.04431415255,1278798
chr13,CpGenie,Breast-Basal-Epithelial,0.7057238971,0.04019956867,801972
chr14,CpGenie,Breast-Basal-Epithelial,0.7478766431,0.04286086042,851546
chr15,CpGenie,Breast-Basal-Epithelial,0.7494691517,0.04316727392,846247
chr16,CpGenie,Breast-Basal-Epithelial,0.7369371424,0.04797252879,1076361
chr17,CpGenie,Breast-Basal-Epithelial,0.7747474065,0.04715194591,1162939
chr18,CpGenie,Breast-Basal-Epithelial,0.6695845478,0.0474712327,685891
chr19,CpGenie,Breast-Basal-Epithelial,0.788465286,0.04896987287,1042087
chr2,CpGenie,Breast-Basal-Epithelial,0.7253028092,0.0421834453,2146543
chr20,CpGenie,Breast-Basal-Epithelial,0.7286164416,0.04906069539,736989
chr21,CpGenie,Breast-Basal-Epithelial,0.692437319,0.04877545459,380441
chr22,CpGenie,Breast-Basal-Epithelial,0.7301792818,0.05102259393,583149
chr3,CpGenie,Breast-Basal-Epithelial,0.7301680922,0.0401746093,1627740
chr4,CpGenie,Breast-Basal-Epithelial,0.7027480341,0.04111125716,1459043
chr5,CpGenie,Breast-Basal-Epithelial,0.7273837339,0.04120814778,1483729
chr6,CpGenie,Breast-Basal-Epithelial,0.7385327299,0.04158669795,1477374
chr7,CpGenie,Breast-Basal-Epithelial,0.722057018,0.0436762233,1548569
chr8,CpGenie,Breast-Basal-Epithelial,0.6777508855,0.04812876865,1283187
chr9,CpGenie,Breast-Basal-Epithelial,0.6935157632,0.05208927376,1182000
chrX,CpGenie,Breast-Basal-Epithelial,0.5300206092,0.0525089243,1136938
chr1,CpGenie,Breast-Luminal-Epithelial,0.7745159779,0.04062727094,2264221
chr10,CpGenie,Breast-Luminal-Epithelial,0.6973139309,0.0481598785,1346124
chr11,CpGenie,Breast-Luminal-Epithelial,0.7513735501,0.04397704998,1288029
chr12,CpGenie,Breast-Luminal-Epithelial,0.7553759126,0.04052670065,1279696
chr13,CpGenie,Breast-Luminal-Epithelial,0.7232963369,0.03835737247,802269
chr14,CpGenie,Breast-Luminal-Epithelial,0.7667708127,0.03975886633,851827
chr15,CpGenie,Breast-Luminal-Epithelial,0.7668385667,0.040537581,846437
chr16,CpGenie,Breast-Luminal-Epithelial,0.7647486143,0.04219167505,1077137
chr17,CpGenie,Breast-Luminal-Epithelial,0.7952413462,0.04232542618,1163850
chr18,CpGenie,Breast-Luminal-Epithelial,0.695726305,0.04420975268,685986
chr19,CpGenie,Breast-Luminal-Epithelial,0.8219675688,0.04038219001,1042995
chr2,CpGenie,Breast-Luminal-Epithelial,0.7453548894,0.03972647307,2147554
chr20,CpGenie,Breast-Luminal-Epithelial,0.7484318433,0.04498557552,739192
chr21,CpGenie,Breast-Luminal-Epithelial,0.7192659193,0.0439897411,380390
chr22,CpGenie,Breast-Luminal-Epithelial,0.7610350168,0.04435606315,584608
chr3,CpGenie,Breast-Luminal-Epithelial,0.7503930318,0.03748959465,1629770
chr4,CpGenie,Breast-Luminal-Epithelial,0.7225286534,0.03907168305,1460701
chr5,CpGenie,Breast-Luminal-Epithelial,0.7466578347,0.03840381334,1483675
chr6,CpGenie,Breast-Luminal-Epithelial,0.7556462226,0.03949684251,1476236
chr7,CpGenie,Breast-Luminal-Epithelial,0.7438709076,0.04016021933,1548258
chr8,CpGenie,Breast-Luminal-Epithelial,0.6882980165,0.04643433706,1284697
chr9,CpGenie,Breast-Luminal-Epithelial,0.7048956126,0.04958619403,1185153
chrX,CpGenie,Breast-Luminal-Epithelial,0.5587409083,0.04553017756,1137581
chr1,CpGenie,Colon-Fibroblasts,0.8030340712,0.03086536938,2263073
chr10,CpGenie,Colon-Fibroblasts,0.7233158228,0.03770193134,1345364
chr11,CpGenie,Colon-Fibroblasts,0.7824771207,0.03310166945,1288423
chr12,CpGenie,Colon-Fibroblasts,0.7850028406,0.0314130289,1279419
chr13,CpGenie,Colon-Fibroblasts,0.7548775604,0.02973021786,802252
chr14,CpGenie,Colon-Fibroblasts,0.7944328001,0.03030593426,852219
chr15,CpGenie,Colon-Fibroblasts,0.7941971153,0.03093740928,845291
chr16,CpGenie,Colon-Fibroblasts,0.7867625718,0.03273259461,1077123
chr17,CpGenie,Colon-Fibroblasts,0.8207099538,0.03217789703,1163415
chr18,CpGenie,Colon-Fibroblasts,0.7318104866,0.03298843248,685650
chr19,CpGenie,Colon-Fibroblasts,0.8388002156,0.03239026991,1042664
chr2,CpGenie,Colon-Fibroblasts,0.7801608715,0.0292862369,2149022
chr20,CpGenie,Colon-Fibroblasts,0.772759943,0.03471422289,738006
chr21,CpGenie,Colon-Fibroblasts,0.7426852291,0.034340625,380032
chr22,CpGenie,Colon-Fibroblasts,0.7876586809,0.03346470319,584192
chr3,CpGenie,Colon-Fibroblasts,0.774901348,0.02926432741,1627961
chr4,CpGenie,Colon-Fibroblasts,0.7512308268,0.03031326838,1460066
chr5,CpGenie,Colon-Fibroblasts,0.7741651849,0.02975106912,1482836
chr6,CpGenie,Colon-Fibroblasts,0.7848425846,0.03036389683,1476257
chr7,CpGenie,Colon-Fibroblasts,0.769568616,0.03122193379,1547549
